order_id,item_index,invoice_number,invoice_date,order_date,seller_name,seller_tax_id,buyer_name,buyer_tax_id,item_description,item_asin,item_qty,item_unit_price_net,item_vat_rate,item_vat_amount,item_total_gross,subtotal_net,shipping_net,total_vat,total_gross,is_official_invoice,document_type,source_file
171-0779289-4788356,1,IT25-AEUI-19026558,2025-12-30,2025-12-27,"Amazon EU S.à r.l., Succursale Italiana",IT08973230967,LAYERONE SLU,ESB67716035,"Spanish in 60 Days: The Language Learning Workbook to Help You Speak Just Like the Locals With Common Slang Words and Phrases, Conversation Starters, and Grammar Rules to Live By! (Learn Spanish)",B0CLS4XDQ7,1,21.45,0,0.0,21.45,21.45,0.0,0.0,21.45,True,invoice,20251230_Tax Invoice_171-0779289-4788356.pdf
408-0266502-4648318,1,ES5006L2ZJFHXI,2025-12-29,2025-12-26,Aldaba World S.L.,ESB87472213,LAYERONE SLU,ESB67716035,"Goula - Puzle magnético intercambiable, Encajable para niños a partir de 1 año",B0050OUQBY,1,18.13,21,3.81,21.94,18.13,2.87,4.41,25.41,True,invoice,20251229_Tax Invoice_408-0266502-4648318.pdf
171-7773351-6635506,1,ES50004LT6WP7I,2025-12-29,2025-12-27,YERBERO SL,ESB22002604,LAYERONE SLU,ESB67716035,YERBERO Nature Salmon & Rice 10 kg Pienso para Perros sin Gluten con Cordero - Pienso Hipoalergénico para Perros con Alta Digestibilidad - con Omega 3 para Pelo Brillante,B0DKFPX17L,4,34.55,10,13.8,152,138.2,0,13.8,152,True,invoice,20251229_Tax Invoice_171-7773351-6635506.pdf
171-1837453-6324318,1,ES540LD6AEUI,2025-12-28,2025-12-25,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,GALLINA BLANCA Caldo Casero de Pollo 100% Natural 4L,B01IU8MJ7K,2,5.71,10,1.14,12.56,17.13,0.0,1.71,18.84,True,invoice,20251228_Tax Invoice_171-1837453-6324318.pdf
171-1837453-6324318,2,ES540LD6AEUI,2025-12-28,2025-12-25,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,GALLINA BLANCA Caldo Casero de Pollo 100% Natural 4L,B01IU8MJ7K,1,5.71,10,0.57,6.28,17.13,0.0,1.71,18.84,True,invoice,20251228_Tax Invoice_171-1837453-6324318.pdf
408-5449525-1280354,1,IT5001VW5BF4PI,2025-12-28,2025-12-26,Freedom Cloud Limited,IT05188070261,LAYERONE SLU,ESB67716035,"hahaland Juguetes Bebes 6-12 Meses - Granja de Peluche con 6 Animales Interactivo, Granero Plegable Blando - Juguete Montessori para Bebe 6 Meses Regalo Original",B0F2HRNW75,1,25.86,0,0.0,25.86,25.86,0.0,0.0,25.86,True,invoice,20251228_Tax Invoice_408-5449525-1280354.pdf
171-1644615-9908342,1,ES5404BZAEUI,2025-12-27,2025-12-27,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,"Skechers GO RUN 650, Zapatillas para Niñas, Black, 34 EU",B08DHCJKR4,1,25.58,21,5.37,30.95,25.58,0.0,5.37,30.95,True,invoice,20251227_Tax Invoice_171-1644615-9908342.pdf
408-5576552-5742711,1,ES5402PRAEUI,2025-12-27,2025-12-26,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,"BEBÉS LLORONES Disney Angel Muñeca bebé Bebé Llorón Loving Care. Inspirada en Angel, Incluye 3 Accesorios Y Llora Lágrimas Reales Niñas/os a Partir de 3 años",B0F7XYGWK9,1,26.36,21,5.54,31.9,26.36,0.0,5.54,31.9,True,invoice,20251227_Tax Invoice_408-5576552-5742711.pdf
408-3562933-4823524,1,ES50013NZA4KPI,2025-12-27,2025-12-26,Syncfun Hongkong Limited,ESN0272573G,LAYERONE SLU,ESB67716035,JOYIN Juguetes de Dinosaurios para Niños de 3-6 Años - 19 Regalos con Juegos de Almohadillas y Jaulas de Almacenamiento,B0D5GLT4R4,1,24.79,0,0.0,24.79,24.79,0.0,0.0,24.79,True,invoice,20251227_Tax Invoice_408-3562933-4823524_1.pdf
171-4048124-3914737,1,ES5404BJAEUI,2025-12-27,2025-12-27,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,"Skechers GO RUN 600 SHIMMER SPEEDER, Zapatillas para Niñas, Light Pink Mesh/Multi Foil Trim, 27 EU",B07TTD9W7M,1,23.04,21,4.84,27.88,23.04,0.0,4.84,27.88,True,invoice,20251227_Tax Invoice_171-4048124-3914737.pdf
171-1436824-9443553,1,ES5002SVMJ9QLI,2025-12-26,2025-12-24,"SAULA, S.A.",ESA08661613,LAYERONE SLU,ESB67716035,"Café Saula, Pack 3 botes de 250 gr. Premium Original 100% arabica molido",B07NJ7B9WF,1,20.78,10,2.08,22.86,83.12,0.0,8.32,91.44,True,invoice,20251226_Tax Invoice_171-1436824-9443553.pdf
171-1436824-9443553,2,ES5002SVMJ9QLI,2025-12-26,2025-12-24,"SAULA, S.A.",ESA08661613,LAYERONE SLU,ESB67716035,"Café Saula, Pack 3 botes de 250 gr. Premium Original 100% arabica molido",B07NJ7B9WF,3,20.78,10,6.23,68.58,83.12,0.0,8.32,91.44,True,invoice,20251226_Tax Invoice_171-1436824-9443553.pdf
408-1579541-9189948,1,ES53YRKRAEUI,2025-12-22,2025-12-21,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,Alpro Bebida Vegetal de Avena Barista - Adecuado para el café - Pack de 8 x 1L,B08998KT95,1,14.99,10,1.5,16.49,14.99,0.0,1.5,16.49,True,invoice,20251222_Tax Invoice_408-1579541-9189948.pdf
408-4442090-5827555,1,ES500007ERL85I,2025-12-23,2025-12-21,GREENFOODERAN TRADING LTD,ESN2765227J,LAYERONE SLU,ESB67716035,"Pantuflas para invitados PRITOK, rizadas, cerradas, 6 pares, lavables, antideslizantes, forro polar coral, tamaño universal, 28,5 x 11 cm",B0DG2WNTXV,1,16.52,0,0.0,16.52,49.56,0.0,0.0,49.56,True,invoice,20251223_Tax Invoice_408-4442090-5827555.pdf
408-4442090-5827555,2,ES500007ERL85I,2025-12-23,2025-12-21,GREENFOODERAN TRADING LTD,ESN2765227J,LAYERONE SLU,ESB67716035,"Pantuflas para invitados PRITOK, rizadas, cerradas, 6 pares, lavables, antideslizantes, forro polar coral, tamaño universal, 28,5 x 11 cm",B0DG2WNTXV,1,16.52,0,0.0,16.52,49.56,0.0,0.0,49.56,True,invoice,20251223_Tax Invoice_408-4442090-5827555.pdf
408-4442090-5827555,3,ES500007ERL85I,2025-12-23,2025-12-21,GREENFOODERAN TRADING LTD,ESN2765227J,LAYERONE SLU,ESB67716035,"Pantuflas para invitados PRITOK, rizadas, cerradas, 6 pares, lavables, antideslizantes, forro polar coral, tamaño universal, 28,5 x 11 cm",B0DG2WNTXV,1,16.52,0,0.0,16.52,49.56,0.0,0.0,49.56,True,invoice,20251223_Tax Invoice_408-4442090-5827555.pdf
408-7469926-2027547,1,PT-2025/1136,2025-12-22,2025-12-21,WH - SUPERMERCADO E DISTRIBUIÇÃO LDA,PT505474530,LAYERONE SLU,ESB67716035,"Nestlé NAN OPTIPRO 3 Leche de crecimiento en polvo, 3x800g",B08HK55KV8,3,43.78,0,0.0,131.34,131.34,0.0,0.0,131.34,True,invoice,20251222_Tax Invoice_408-7469926-2027547.pdf
408-5355275-3271552,1,ES50016TKPAIXI,2025-12-22,2025-12-21,DISTRIBUCIONES ECOLEVANTE SL,ESB09700808,LAYERONE SLU,ESB67716035,Aceite Camins del Verdor Umami 1 x 500 ml Nueva Cosecha 2025/2026 | Aceite de Oliva Virgen Extra variedad Arbequina | AOVE Sabor Intenso | Mejor Selección ENOVINOS,B0CJ9KN23F,4,25.96,4,4.16,108.0,103.84,0.0,4.16,108.0,True,invoice,20251222_Tax Invoice_408-5355275-3271552.pdf
408-8589365-6335535,1,ES53YPWKAEUI,2025-12-22,2025-12-21,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,"Tous, TOUCH The Original Gold, Eau de Toilette para Mujer, Fragancia Floral Afrutada, 50 ml con Vaporizador",B001JZLT5U,2,25.58,21,5.37,61.9,51.16,0,10.74,61.9,True,invoice,20251222_Tax Invoice_408-8589365-6335535.pdf
408-4218762-1301932,1,XX50005RN90C5T,2025-12-22,2025-12-21,"Beauty Trading Concept 2017, SL",,LAYERONE SLU,,LOREAL EXPERT ABSOLUT REPAIR MASC 500ML,B09BNXDHV9,1,22.91,21,4.81,27.72,22.91,0.0,4.81,27.72,False,receipt,20251222_Tax Invoice_408-4218762-1301932.pdf
171-9432922-8566754,1,ES53YCZUAEUI,2025-12-22,2025-12-21,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,Canal Toys - Magical Slime - Slime poción mágica 3 Pack - SSC202,B0B46PD8SK,1,12.39,21,2.6,14.99,12.39,0,2.6,14.99,True,invoice,20251222_Tax Invoice_171-9432922-8566754.pdf
171-3467324-5705100,1,FR5001H9EKM4TI,2025-12-22,2025-12-21,Yiwu shi chunhui dianzishangwu youxiangongsi,FR40853114007,LAYERONE SLU,ESB67716035,TOAOB 1440 Piezas 4 x 7 mm Cuentas Color con Letras Doradas A a Z; Cuentas de Acrílico Redondas Amor Cuentas de Corazón con 0.6 mm de 15 m Cuerda de Cristal para Hacer Joyas Collar Pulsera,B0BKW1VN1T,1,9.02,0,0.0,9.02,9.02,0.0,0.0,9.02,True,invoice,20251222_Tax Invoice_171-3467324-5705100.pdf
408-8608515-2083515,1,ES53YRL9AEUI,2025-12-22,2025-12-21,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,"Elizabeth Arden - Aceite Limpiador con Ceramidas, Omega 3, 6, 9 y Vitamina E, Desmaquillante, Limpia y Regenera, Elimina Impurezas, Nutre y Suaviza la Piel - 195 ml",B017IZGN50,1,15.32,21,3.22,18.54,15.32,0.0,3.22,18.54,True,invoice,20251222_Tax Invoice_408-8608515-2083515.pdf
171-1554877-2341155,1,ES50002K260FLI,2025-12-20,2025-12-20,Morgenstern GmbH,ESN2766846F,LAYERONE SLU,ESB67716035,Morgenstern Albornoz Hombre Algodón Cuello Kimono Rizo Terciopelo Azul Talla Grande XXL,B081NQDN3J,1,47.07,0,0.0,47.07,47.07,0.0,0.0,47.07,True,invoice,20251220_Tax Invoice_171-1554877-2341155.pdf
408-3528230-7083563,1,DE50003JLHBFZI,2025-12-18,2025-12-17,SHENZHENSHI FENGHUIKAITAI KEJIYOUXIANGONGSI,DE324554982,LAYERONE SLU,ESB67716035,"BESTBOMG Secador de Pelo, Secador Pelo Profesional Con Pantalla LED y Boquilla Magnética, 160000 RPM, 500 Millones de Iones Negativos, 3 Niveles de Temperatura y 2 Velocidades",B0FDB9CFFT,1,58.32,0,0.0,58.32,58.32,0.0,0.0,58.32,True,invoice,20251218_Tax Invoice_408-3528230-7083563.pdf
171-5958278-7841147,1,ES5000IYQJJRFI,2025-12-17,2025-12-16,FuZhouZhiJianWangLuoKeJiYouXianGongSi,ESN0113963C,LAYERONE SLU,ESB67716035,Mishansha Niños Botas de Nieve para Niñas Cálido Cómodas Botines de Invierno Antideslizantes Caqui Gr.34,B0FNMRPZR4,1,24.79,0,0.0,24.79,49.58,0.0,0.0,49.58,True,invoice,20251217_Tax Invoice_171-5958278-7841147.pdf
171-5958278-7841147,2,ES5000IYQJJRFI,2025-12-17,2025-12-16,FuZhouZhiJianWangLuoKeJiYouXianGongSi,ESN0113963C,LAYERONE SLU,ESB67716035,Mishansha Niños Botas de Nieve para Niñas Cálido Cómodas Botines de Invierno Antideslizantes Caqui Gr.28,B0FNMTBQCV,1,24.79,0,0.0,24.79,49.58,0.0,0.0,49.58,True,invoice,20251217_Tax Invoice_171-5958278-7841147.pdf
408-5150541-8491509,1,ES50003XQJIP1I,2025-12-16,2025-12-12,"HEFEI GRAND LAND IMP. & EXP. CO. , LTD",ESN0309714D,LAYERONE SLU,ESB67716035,"Exclusivo Mezcla Manta de Lana para Sofá, Manta Suave, Ligera y Mullida para la Cama, Adecuado para Cualquier Temporada, 150x200 CM, Camel",B0F7XGJ3PK,1,14.7,0,0,14.7,29.4,0,0,29.4,True,invoice,20251216_Tax Invoice_408-5150541-8491509.pdf
408-5150541-8491509,2,ES50003XQJIP1I,2025-12-16,2025-12-12,"HEFEI GRAND LAND IMP. & EXP. CO. , LTD",ESN0309714D,LAYERONE SLU,ESB67716035,"Exclusivo Mezcla Manta de Lana para Sofá, Manta Suave, Ligera y Mullida para la Cama, Adecuado para Cualquier Temporada, 150x200 CM, Camel",B0F7XGJ3PK,1,14.7,0,0,14.7,29.4,0,0,29.4,True,invoice,20251216_Tax Invoice_408-5150541-8491509.pdf
171-9031361-2513946,1,DE50006S3FVU1I,2025-12-16,2025-12-14,meishan zhanyi dianzishangwu youxianzerengongsi,DE352687094,LAYERONE SLU,ESB67716035,"WYRIAZA Máquina de Boxeo Musical para Adultos y Niños, Boxeo Pared Musical con Bluetooth Guantes de Boxeo, Maquina Boxeo Musical Pared Music Boxing Machine con LED, 11 Modos y 9 Velocidades",B0FJLT8YKC,1,56.55,0,0.0,56.55,56.55,0.0,0.0,56.55,True,invoice,20251216_Tax Invoice_171-9031361-2513946.pdf
408-0020546-8712378,1,XX500352NX0HXT,2025-12-15,2025-12-13,Shenzhenxiduoyunkejiyouxiangongsi,,LAYERONE SLU,,"Soweiz Sofá L, sofá de 3 plazas, sofá seccional, no requiere instalación, sofás de chenilla con chaise longue y reposabrazos, 3 cojines, bolsillo lateral para mando a distancia, 250 x 158 x 60 cm",B0F5WNKK57,1,461.16,21,97.84,559.0,461.16,24.79,103.05,588.99,False,invoice,20251215_Tax Invoice_408-0020546-8712378.pdf
408-9865015-2893169,1,DE501HYK260FLI,2025-12-15,2025-12-12,Morgenstern GmbH,DE811958856,LAYERONE SLU,ESB67716035,Morgenstern Albornoz Hombre Algodón Cuello Chal Rizo Terciopelo Negro/Gris Talla XXL,B09W9NYTD7,1,47.07,0,0.0,47.07,47.07,0.0,0.0,47.07,True,invoice,20251215_Tax Invoice_408-9865015-2893169.pdf
408-0536833-1817916,1,DE50000AMT3NJI,2025-12-15,2025-12-12,zhangzhoulonghaiquhaimaishangmaoyouxiangongsi,DE457218208,LAYERONE SLU,ESB67716035,"TTCM Funda Nordica Cama 150, Funda Nordica 220 x 240 cm, Incluye 1 Fibra Ultrafina con Estampado Floral Funda Nórdica 220x240 cm + 2 Funda Almohada 50x75 cm, con Cremallera, Gris-Morado",B0F8QKR8DQ,1,26.66,0,0.0,26.66,26.66,0.0,0.0,26.66,True,invoice,20251215_Tax Invoice_408-0536833-1817916.pdf
171-7594471-6480324,1,ES5004GY4DBA7I,2025-12-14,2025-12-14,Thousandshores Deutschland GmbH,ESN2765219G,LAYERONE SLU,ESB67716035,Ohuhu 120 rotuladores artísticos de colores con doble punta,B083CPHN8Q,1,85.94,0,0.0,85.94,85.94,0.0,0.0,85.94,True,invoice,20251214_Tax Invoice_171-7594471-6480324.pdf
408-4857934-5661163,1,ES53U8UQAEUI,2025-12-14,2025-12-13,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,FAVERTI® Funda Super Elástica Chaise Longue Brazo Largo Izquierdo (Visto de Frente) | Modelo NOVELE | Amarillo | Protector de Calidad de Tejido Jacquard Tacto algodón,B0CQGJG9CS,1,104.46,21,21.94,126.4,104.46,0.0,21.94,126.4,True,invoice,20251214_Tax Invoice_408-4857934-5661163.pdf
408-8152286-2227505,1,DE54NGFWAAEUI,2025-12-12,2025-12-12,"Amazon EU S.à r.l., Niederlassung Deutschland",DE814584193,LAYERONE SLU,ESB67716035,"Tommy Hilfiger Conjunto de Pijama Hombre Jersey PJ Cuffed Largo, Marrón (Legacy Brown), M",B0DT1G6RTT,1,66.03,0,0.0,66.03,66.03,0.0,0.0,66.03,True,invoice,20251212_Tax Invoice_408-8152286-2227505.pdf
171-9124068-7228369,1,XX500021NA711T,2025-12-10,2025-12-09,guangzhouyingcikejiyouxiangongsi,,LAYERONE SLU,,higyee Arte Divertido De La Pared Del Baño De Monalisa - Fotos Humorísticas Del Baño De Monalisa | Decoración De Pintura De Pared Caprichosa Vintage | Póster Impreso Divertido De Mona Lisa (A),B0G446PKKX,1,9.99,0,0.0,9.99,9.99,1.99,0.0,11.98,False,invoice,20251210_Tax Invoice_171-9124068-7228369.pdf
171-4667784-6290704,1,ES53S21NAEUI,2025-12-10,2025-12-09,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,"FILA Disruptor Kids, Zapatillas Unisex niños, Blanco, 34 EU",B07HPCD8ND,1,34.83,21,7.32,42.15,34.83,0.0,7.32,42.15,True,invoice,20251210_Tax Invoice_171-4667784-6290704.pdf
171-9354826-3804304,1,ES50002ZFFSLPI,2025-12-10,2025-12-09,OCIORELAX S.L.,ESB86522380,LAYERONE SLU,ESB67716035,"GLOBAL RELAX® | SKANDAS Masajeador facial, de cara y ojos | Gafas plegables con vibromasaje | Presoterapia | Calor | Música | Corrector de ojeras | Altavoces integrados",B076ZTVHTT,1,90.07,21,18.92,108.99,90.07,0.0,18.92,108.99,True,invoice,20251210_Tax Invoice_171-9354826-3804304.pdf
171-8920316-9057160,1,FR52A9HPGAEUI,2025-12-10,2025-12-09,"Amazon EU S.à r.l., Succursale Française",FR12487773327,LAYERONE SLU,ESB67716035,"Skechers Uno Lite, Zapatillas, White, 34 EU",B0CNY6RPC6,1,24.5,0,0.0,24.5,24.5,0.0,0.0,24.5,True,invoice,20251210_Tax Invoice_171-8920316-9057160.pdf
408-0198226-9552356,1,IT5000I17SO8PI,2025-12-09,2025-12-08,wuhankaiaijiajizhinengkejiyouxiangongsi,IT04732270238,LAYERONE SLU,ESB67716035,"Boao Hilo Encerado de 30 Colores de 1 mm para Manualidades, macramé, Collares, Pulseras, Joyas, 10 m Cada Color",B07WTV6VLH,1,11.66,0,0.0,11.66,11.66,0.0,0.0,11.66,True,invoice,20251209_Tax Invoice_408-0198226-9552356_1.pdf
408-7051298-8254763,1,ES5001FX3OEQZI,2025-12-09,2025-12-08,Telcomdis Tecnología S.L.U,ESB86352747,LAYERONE SLU,ESB67716035,"Motorola Nursery - S1 Luz Nocturna y Relajante Sonora para Bebés, Sonidos Relajantes y Canciones de Cuna para Niños, Iluminación Suave Multicolor, Volumen Ajustable, Recargable, USB-C",B0DS692RBS,1,24.79,21,5.2,29.99,24.79,0.0,5.2,29.99,True,invoice,20251209_Tax Invoice_408-7051298-8254763.pdf
408-4926252-2249924,1,DE500009MT3NJI,2025-12-09,2025-12-08,zhangzhoulonghaiquhaimaishangmaoyouxiangongsi,DE457218208,LAYERONE SLU,ESB67716035,"TTCM Funda Nordica Cama 150, Funda Nordica 220 x 240 cm, Fibra Ultrafina con Estampado Floral, Incluye 1 Funda Nordica + 2 Fundas Almohada 50x75 cm, Gris-Morado",B0F8QKR8DQ,1,26.66,0,0,26.66,53.32,0,0,53.32,True,invoice,20251209_Tax Invoice_408-4926252-2249924.pdf
408-4926252-2249924,2,DE500009MT3NJI,2025-12-09,2025-12-08,zhangzhoulonghaiquhaimaishangmaoyouxiangongsi,DE457218208,LAYERONE SLU,ESB67716035,"TTCM Funda Nordica Cama 150, Funda Nordica 220 x 240 cm, Fibra Ultrafina con Estampado Floral, Incluye 1 Funda Nordica + 2 Fundas Almohada 50x75 cm, Gris-Morado",B0F8QKR8DQ,1,26.66,0,0,26.66,53.32,0,0,53.32,True,invoice,20251209_Tax Invoice_408-4926252-2249924.pdf
408-0758097-8829963,1,DE50033D5T6JXI,2025-12-09,2025-12-08,Italian Gourmet UK LTD,DE325629726,LAYERONE SLU,ESB67716035,"Gastone Lago: ""Savoiardi"" Ladyfingers Paquetes de 14.5 oz (400 gr) (paquete de 3) [importación italiana]",B06X1CJSVH,1,20.72,0,0.0,20.72,20.72,0.0,0.0,20.72,True,invoice,20251209_Tax Invoice_408-0758097-8829963.pdf
171-1650307-8120300,1,DE50005IWB48VI,2025-12-09,2025-12-08,DongGuanShiCuiKeKeJiYouXianGongSi,DE360189064,LAYERONE SLU,ESB67716035,"Body Medias Bodis Lencería para Mujer Body-stocking de Fantasía
Estampado de Leopardo Mono de Rejillas Bodycon de Un Hombro y Una
Pierna Catsuit Full Bodis Fiesta Cosplay",B0D1TF7WMD,1,7.55,0,0.0,7.55,7.55,0.0,0.0,7.55,True,invoice,20251209_Tax Invoice_171-1650307-8120300.pdf
408-8945495-2074742,1,ES53Q2DOAEUI,2025-12-06,2025-12-06,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,"Amazon Basics - Paquete de 40 pilas industriales alcalinas AA, 1,5 voltios, vida útil de 5 años",B07MLFBJG3,3,8.07,21,5.07,29.28,24.21,0.0,5.07,29.28,True,invoice,20251206_Tax Invoice_408-8945495-2074742.pdf
408-8166936-4467562,1,DE50002P5USVRI,2025-12-08,2025-12-06,Dongguanshi Kutong Dianshang Youxiangongsi,DE335350543,LAYERONE SLU,ESB67716035,"KIDSCOOL SPACE Vestido de Mezclilla para niñas, Lindas Faldas Cortas de Verano con diseño Simple y Dobladillo Crudo Deshilachado, Azul, 5-6 años",B0B5TS8JS8,1,23.52,0,0.0,23.52,23.52,0.0,0.0,23.52,True,invoice,20251208_Tax Invoice_408-8166936-4467562.pdf
408-7024998-4678701,1,ES53QECIAEUI,2025-12-07,2025-12-06,"Amazon EU S.à r.l., Sucursal en España",ESW0184081H,LAYERONE SLU,ESB67716035,"Skechers 403695L Niños Zapatillas, White, 49 1/3 EU",B08F9ZXB73,1,20.64,21,4.34,24.98,20.64,0.0,4.34,24.98,True,invoice,20251207_Tax Invoice_408-7024998-4678701.pdf
